id|wkt
4356|MULTIPOLYGON(((9.91015782959924 47.3947857721927,9.91023730762728 47.3948398133604,9.91031946524507 47.3948526138181,9.91060335990648 47.3945501844912,9.9104161979945 47.3944385557642,9.91031819087649 47.3945529449141,9.91015782959924 47.3947857721927)))
4391|MULTIPOLYGON(((16.837869088086 47.7819642099808,16.8422980175163 47.7836979639803,16.8423956073442 47.7837345125515,16.8424518394722 47.7836687323983,16.8424181752319 47.7836543115662,16.837921839645 47.7818956830076,16.837869088086 47.7819642099808)))
4392|MULTIPOLYGON(((16.8357827738838 47.78114823955,16.8378101833285 47.7819411707746,16.8378666306527 47.7818711625872,16.8358977588463 47.7811009775081,16.8358371887827 47.7810795819938,16.8357827738838 47.78114823955)))
4406|MULTIPOLYGON(((13.8603606039084 46.7104633681372,13.8601753894738 46.7105089295034,13.8601230256781 46.7109266073013,13.8603606039084 46.7104633681372)))
4419|MULTIPOLYGON(((13.9449597098824 47.0954957872812,13.9448467332327 47.0956309851275,13.9450629268339 47.0956698518734,13.9451859485421 47.0955982525247,13.9449597098824 47.0954957872812)))
4421|MULTIPOLYGON(((16.8512432483631 47.7216084140357,16.8547570204116 47.7176806474149,16.8545422890343 47.7175834886559,16.8510181023326 47.7215272464401,16.8512432483631 47.7216084140357)))
4425|MULTIPOLYGON(((14.0776021038168 47.5031715839706,14.0783859696511 47.5039054759728,14.078464301722 47.5037812670278,14.0782854810038 47.5035816653398,14.0780773383164 47.5033732642833,14.0778445400976 47.5032318490679,14.0777007270177 47.5031766148485,14.0776021038168 47.5031715839706)))
4433|MULTIPOLYGON(((16.8705829536702 47.9325181901518,16.8731354401759 47.9337643875987,16.873235019751 47.9336798998928,16.8706855342892 47.9324279302073,16.8705715890051 47.9325126389899,16.8705829536702 47.9325181901518)))
4440|MULTIPOLYGON(((16.3231612821176 47.3778257180277,16.3229956497453 47.3777583262005,16.3228413245733 47.3779534001759,16.3233567864338 47.3781355064539,16.3233945316276 47.3779281793883,16.3231612821176 47.3778257180277)))
4449|MULTIPOLYGON(((16.4135853333627 47.0513829670248,16.4104690594761 47.0522227773311,16.4105136719763 47.0524511767481,16.4105807445015 47.0526230842009,16.4106238461392 47.0526506886342,16.4139087927568 47.0517678103167,16.4135853333627 47.0513829670248)))
4452|MULTIPOLYGON(((16.3166707640852 47.2073678114923,16.3166877482256 47.2073754082267,16.3170671190698 47.206890757784,16.3152872710775 47.2060163484036,16.3149117380939 47.2065240516099,16.3166707640852 47.2073678114923)))
4455|MULTIPOLYGON(((16.3080577271387 47.2064769513632,16.3092418139942 47.2054598050091,16.3096165356909 47.2051212353316,16.3096287159895 47.2050943907475,16.3096218442811 47.2050590929365,16.3093893602049 47.2049211520606,16.3078021847582 47.2063851433982,16.3078758659828 47.2064170064292,16.3080577271387 47.2064769513632)))
4456|MULTIPOLYGON(((16.3069376079461 47.2021376414902,16.3077148071566 47.2015070012356,16.3072721335908 47.2012653057178,16.3065390097267 47.201841830617,16.3069376079461 47.2021376414902)))
4491|MULTIPOLYGON(((13.2479921772941 46.7256281222414,13.2481046579772 46.7258233092963,13.2483851421084 46.7258541650293,13.2486093734127 46.7258224687636,13.2485976872132 46.7257835262179,13.2485193352104 46.7256007651015,13.2484450885618 46.7255159302006,13.2482900520747 46.7254427385983,13.2481901612684 46.7254368123074,13.2480668003142 46.7254922506407,13.2479880536494 46.725557963159,13.2479921772941 46.7256281222414)))
4495|MULTIPOLYGON(((16.8489175314378 47.7241222272313,16.8529552827408 47.7262945176829,16.8533160308559 47.7261918010744,16.8491812699252 47.7239690506773,16.8489175314378 47.7241222272313)))
4496|MULTIPOLYGON(((16.8328417714378 47.7268228011909,16.8355793241443 47.726068448926,16.8354538543131 47.7258687888148,16.8327075441967 47.7266199911494,16.8328417714378 47.7268228011909)))
4498|MULTIPOLYGON(((16.8576014915506 47.7243263935732,16.8594863784335 47.7222681066904,16.8595453436797 47.7219062403411,16.8574290236674 47.7242099426273,16.8576014915506 47.7243263935732)))
4499|MULTIPOLYGON(((16.852315622415 47.7563632916263,16.8561378203509 47.7576830538077,16.8561887105014 47.7576099983467,16.8523826193951 47.7562953479425,16.852315622415 47.7563632916263)))
4500|MULTIPOLYGON(((16.8497581309007 47.7548478927537,16.8522656111446 47.7563428887558,16.8524515686281 47.7561538544981,16.8500175980877 47.7547044239358,16.8497581309007 47.7548478927537)))
4501|MULTIPOLYGON(((16.8756284346437 47.7821827197711,16.8738323818998 47.784232089197,16.8738322874607 47.784232866629,16.8738331252423 47.7842333992882,16.8741987163669 47.784313973168,16.8759679293177 47.7822962596262,16.8756284346437 47.7821827197711)))
4545|MULTIPOLYGON(((15.3151530873197 47.4681709722712,15.316878653537 47.4680565493107,15.3169913747952 47.4679821924215,15.3171861863057 47.4677852438837,15.3153059589662 47.4677297973098,15.3152543902787 47.4678480890269,15.3151530873197 47.4681709722712)))
4556|MULTIPOLYGON(((15.5448493814393 46.6514513546146,15.5449913171233 46.6516644738692,15.5449933110345 46.6516643268116,15.5450545087684 46.6516597890239,15.5451157621425 46.6516531167842,15.5451220995599 46.6516524256026,15.5450011363828 46.6514495805059,15.544994295178 46.6514485172734,15.5448493814393 46.6514513546146)))
4574|MULTIPOLYGON(((11.1240457896068 47.3541495295366,11.1246767626659 47.3537270767411,11.1246420277869 47.3536927310881,11.1238888279617 47.3539870708754,11.1240457896068 47.3541495295366)))
4590|MULTIPOLYGON(((12.2409272026359 47.6874444765587,12.2412218330269 47.6876693320749,12.2412329059012 47.6876687355968,12.2409779280085 47.6873879392924,12.2409272026359 47.6874444765587)))
4613|MULTIPOLYGON(((15.248796495208 46.6933958014351,15.2488800953076 46.6932978727795,15.2491208088103 46.6929481661597,15.2485591442798 46.692664480686,15.2482854159072 46.6925469259976,15.2482292865902 46.6926408787887,15.2481933181183 46.6927382343365,15.2480512679741 46.6931395511823,15.2480525082988 46.693166549691,15.2481195392055 46.6931919480802,15.2483837860344 46.6932849754261,15.2486922994906 46.6933882599546,15.248762688375 46.6934047625941,15.248796495208 46.6933958014351)))
4618|MULTIPOLYGON(((14.1282396033485 47.5345183883054,14.12778904959 47.5348214130529,14.1285121278552 47.5352423965249,14.1289719304858 47.5349395030018,14.1282396033485 47.5345183883054)))
4629|MULTIPOLYGON(((16.9397805799561 47.895703914808,16.9404745108775 47.8961965481478,16.9405773516463 47.8961127767007,16.9398043920898 47.8955554779067,16.9397922619777 47.8955875405348,16.9397805799561 47.895703914808)))
4639|MULTIPOLYGON(((16.874194212513 47.9328330312429,16.8743259084502 47.9327362567579,16.8718776279116 47.9315426160337,16.8717460045733 47.9316390973114,16.874194212513 47.9328330312429)))
4664|MULTIPOLYGON(((15.8350659057804 47.4836755490457,15.8350033181581 47.4836982128597,15.8351756828513 47.483933954474,15.8352440345285 47.4839115789581,15.8350659057804 47.4836755490457)))
4667|MULTIPOLYGON(((9.92935152474682 47.3589764543832,9.92835640227076 47.3592010403377,9.92836470106378 47.3592586846669,9.92897541431161 47.3591202482572,9.92937665004745 47.3590204604043,9.92935152474682 47.3589764543832)))
4670|MULTIPOLYGON(((9.92966686112165 47.3599957339885,9.92989408661711 47.3600774027011,9.92997051160362 47.3600919920854,9.93003606472603 47.3599624906887,9.93005111610021 47.3598699768101,9.92971941485725 47.3598807686263,9.92966686112165 47.3599957339885)))
4673|MULTIPOLYGON(((13.2473107608485 46.7259015806058,13.2473929596058 46.7258931692756,13.2474176908594 46.7258451494323,13.2473890341056 46.7257829611063,13.2473109581815 46.7257828997451,13.2472286749294 46.7258421755268,13.2473107608485 46.7259015806058)))
4709|MULTIPOLYGON(((14.1158505021881 47.5419381975921,14.1159929967028 47.5419178840667,14.1161372792312 47.5418640144446,14.1161331380885 47.5417621516031,14.1158856710832 47.5417190693678,14.115466746344 47.541687606573,14.1154061767137 47.5417404030371,14.1155796682296 47.5418400180279,14.1157277274822 47.5419172660698,14.1158505021881 47.5419381975921)))
4738|MULTIPOLYGON(((12.2228444432571 47.619591154737,12.2228288616899 47.6199156830106,12.2230380191879 47.6199006846766,12.2228444432571 47.619591154737)))
4747|MULTIPOLYGON(((14.9469387706938 47.0167353048298,14.9467494877095 47.0171168251197,14.9467326346309 47.0171577610368,14.9467018039704 47.0173779186227,14.9467717239963 47.0174288740208,14.9477201872984 47.0168200156202,14.9469387706938 47.0167353048298)))
4761|MULTIPOLYGON(((16.9327893344635 47.89907840657,16.9338466480952 47.900971997342,16.9340660577378 47.9008552042041,16.9335735863853 47.8999749426123,16.9330380044723 47.8990318438341,16.9328684207556 47.8990632713857,16.9327893344635 47.89907840657)))
4763|MULTIPOLYGON(((16.8854583317528 47.927727694137,16.8857276476705 47.9280298351347,16.8874223541618 47.9274033331907,16.8870604746038 47.9272811057858,16.8868514570902 47.9272297479187,16.8854583317528 47.927727694137)))
4764|MULTIPOLYGON(((16.9009157072784 47.9229171997276,16.9036435213382 47.9252983298646,16.9039422741829 47.9251503937533,16.9012106947045 47.9227756277256,16.9009157072784 47.9229171997276)))
4766|MULTIPOLYGON(((16.8844797235731 47.9230543119993,16.887890057872 47.9244127749307,16.887919069699 47.9243632060586,16.884575731549 47.923032351622,16.8845399409559 47.9230234364045,16.8844797235731 47.9230543119993)))
4836|MULTIPOLYGON(((10.4631269867674 47.1319206875079,10.4630284159801 47.1320304513488,10.4631631664187 47.1321986252257,10.4634701880933 47.132084227607,10.4635976667551 47.1320124243466,10.4638670337167 47.1318599970647,10.4635719086341 47.1316789704239,10.4634902164474 47.13171687698,10.4634072868767 47.1317586239433,10.4631269867674 47.1319206875079)))
4842|MULTIPOLYGON(((15.5752330941502 46.9385642705798,15.5778579934257 46.9399709212513,15.577926965166 46.9397687593676,15.5754045903628 46.9384175254393,15.5752330941502 46.9385642705798)))
4848|MULTIPOLYGON(((13.6937161829563 46.9363256316792,13.6940431359314 46.9365031019488,13.6943794685384 46.936516311144,13.6952691399427 46.9362627345294,13.6954950066141 46.9361281028564,13.6948435860365 46.936046879419,13.6941706832489 46.9360936348526,13.6937155333865 46.9362289417963,13.6937161829563 46.9363256316792)))
4900|MULTIPOLYGON(((15.2707093723779 46.67973294338,15.2706761422043 46.6797914855021,15.2706422492863 46.6799253286548,15.2706393408255 46.6799971129624,15.2708166571666 46.6800205716321,15.2709662343041 46.6799514577046,15.2710694732688 46.6798381350971,15.2707093723779 46.67973294338)))
4905|MULTIPOLYGON(((15.2718012339138 46.6813177474551,15.2718057035408 46.6814076134486,15.2718164309535 46.6814091576044,15.2721811805678 46.6813292236813,15.2722023625396 46.6812897439262,15.2721995386827 46.6812142866174,15.2718012339138 46.6813177474551)))
4906|MULTIPOLYGON(((15.2713913580013 46.6816247459619,15.2709816098102 46.6818479454841,15.2710817356571 46.6820037300848,15.2712649638341 46.6822467095761,15.2715283629985 46.6821547893959,15.2716961932276 46.6820706186988,15.2713913580013 46.6816247459619)))
4914|MULTIPOLYGON(((13.6894197189028 46.9463493497436,13.689491875598 46.9463944567056,13.6896276611185 46.9460691360298,13.6894561983148 46.946179993841,13.6894197189028 46.9463493497436)))
4942|MULTIPOLYGON(((12.9336568041011 46.9751729230635,12.933740811711 46.9752245632854,12.9337878839171 46.9751990589317,12.9338726552377 46.9751480169523,12.9338731892259 46.9750774207881,12.9337985678001 46.975025813931,12.9336669672911 46.975070274285,12.9336568041011 46.9751729230635)))
4963|MULTIPOLYGON(((14.9515518584343 47.0072272050182,14.951623230148 47.0073560658394,14.9520152063232 47.0072187600448,14.9519921750824 47.0071852124972,14.9515518584343 47.0072272050182)))
4971|MULTIPOLYGON(((16.0512331429864 46.8791468672319,16.0512693697284 46.879163870556,16.0512802044347 46.8789256704258,16.0512298271816 46.8788860747599,16.0512331429864 46.8791468672319)))
4972|MULTIPOLYGON(((16.0527437553228 46.8776485952266,16.0526696595069 46.8776958931756,16.0525184687603 46.8778315801071,16.0524904574506 46.8778603152808,16.0526130789203 46.8779156713901,16.0528284793175 46.8776912559137,16.0527437553228 46.8776485952266)))
4997|MULTIPOLYGON(((15.5286539658564 46.667520190605,15.528716539921 46.6675002790145,15.5288116603763 46.6674641356569,15.5288840670375 46.6674263632724,15.5289979559912 46.6673364590634,15.5290914938071 46.6672457890526,15.5291183679338 46.667177648676,15.5289349933974 46.6669017203673,15.5283562552905 46.6670811461154,15.5286539658564 46.667520190605)))
5025|MULTIPOLYGON(((13.6770766534191 46.9541868612587,13.6774473029684 46.9542559850427,13.678093894362 46.9533038294393,13.677756834632 46.9533856100551,13.6774027399162 46.9536819697045,13.6770539713432 46.9541826283842,13.6770766534191 46.9541868612587)))
5048|MULTIPOLYGON(((13.5299650668342 46.8909456299143,13.5300263719748 46.8910674643075,13.5301977564578 46.8912209537633,13.5331747402819 46.8903391100653,13.5329433086078 46.8900272767372,13.5299626020706 46.8909175337579,13.5299650668342 46.8909456299143)))
5148|MULTIPOLYGON(((14.9566292256764 47.0051435570045,14.9566852480721 47.0052183019917,14.9567464930889 47.0052503133751,14.9569289747628 47.0053298235844,14.9569882554834 47.0052594541303,14.956978452975 47.0051649431092,14.9569623102735 47.0050894491511,14.9568842280249 47.0050243068943,14.956772425626 47.0049880401276,14.9566714010416 47.0049747309599,14.956614443036 47.0050871951748,14.9566292256764 47.0051435570045)))
5171|MULTIPOLYGON(((13.6828509258127 46.9470908319572,13.6830515191324 46.9474512252261,13.6833938138869 46.9474316604714,13.6841081008395 46.9464205152299,13.6833445703221 46.9460988832688,13.6828797284013 46.9459799662351,13.6827487713016 46.9466252397064,13.6828509258127 46.9470908319572)))
5187|MULTIPOLYGON(((13.0657041419014 46.6291139780057,13.0659898172544 46.6291779890445,13.0662146016125 46.6291644546925,13.0665182259074 46.629069876379,13.0661326427863 46.6287062532152,13.0657257778467 46.6288747787472,13.0654390724506 46.6290148253581,13.0657041419014 46.6291139780057)))
5197|MULTIPOLYGON(((11.793520224282 47.3985918381478,11.7933476612933 47.3987493665496,11.7940218774203 47.3990525168019,11.7941771776855 47.3988951507476,11.793520224282 47.3985918381478)))
5203|MULTIPOLYGON(((11.8002388186166 47.4067223459524,11.8004433106478 47.4065483170519,11.7991674641964 47.4058815120044,11.7989573443299 47.4060548241202,11.7995194849866 47.4063480021815,11.8002388186166 47.4067223459524)))
5217|MULTIPOLYGON(((15.3857948122914 47.5976586381546,15.386127185399 47.5977096695535,15.3864345312761 47.5977487982618,15.3864969905492 47.5977027443885,15.3862961276629 47.5976681954241,15.3858516676809 47.5976162757943,15.3857948122914 47.5976586381546)))
5300|MULTIPOLYGON(((15.5881309086006 46.935080093258,15.5897059590376 46.9348992531066,15.5896186973246 46.9347691940785,15.5888678518457 46.9348479417654,15.5879755634554 46.9349466050943,15.5881309086006 46.935080093258)))
5303|MULTIPOLYGON(((15.5936288823203 46.9434696948325,15.5939639864838 46.9435283589186,15.5940971026328 46.9431238213216,15.5941151689591 46.9430140465893,15.593743263291 46.942972048426,15.5936288823203 46.9434696948325)))
5304|MULTIPOLYGON(((15.5934922138269 46.9333908719576,15.5952468468217 46.933283883022,15.5952808060946 46.9332731066692,15.5953019707811 46.9332587324795,15.5953082547789 46.9332222676057,15.5952816158723 46.9330677717439,15.593440894652 46.9331817049119,15.5934922138269 46.9333908719576)))
5369|MULTIPOLYGON(((12.3104833628559 47.6892297322035,12.3104424448625 47.6896963016102,12.3107349328664 47.6897055757187,12.3108953272485 47.6896475831118,12.3112074048214 47.6894863144831,12.3104833628559 47.6892297322035)))
5377|MULTIPOLYGON(((15.6996929880803 48.351116722072,15.7002999692976 48.351143008412,15.700583838152 48.3509609181837,15.6997078503379 48.3509394953593,15.6996929880803 48.351116722072)))
5379|MULTIPOLYGON(((15.7014090942172 48.348168169357,15.7014000470855 48.3482777840928,15.7020810335535 48.3482931272428,15.7022422238757 48.348222639063,15.7023444148295 48.3481766477304,15.7014090942172 48.348168169357)))
5384|MULTIPOLYGON(((15.6935887503895 48.3582222207789,15.6938492092951 48.3582888292801,15.6939017219845 48.3575822474165,15.6936985963322 48.3575318569138,15.6935887503895 48.3582222207789)))
5386|MULTIPOLYGON(((15.6949023048443 48.3489150062464,15.6951096043038 48.3489154808791,15.6950784795501 48.3483176250955,15.694879631483 48.3483221359654,15.6949023048443 48.3489150062464)))
5387|MULTIPOLYGON(((15.6924500139178 48.3482728530831,15.6927388149336 48.3482757245931,15.6925551770882 48.3477348490235,15.6923622468016 48.3477631469584,15.6924500139178 48.3482728530831)))
5388|MULTIPOLYGON(((15.6977553337015 48.3606435717991,15.6973480043449 48.3607863077297,15.6977825057637 48.3614461014519,15.6982109761153 48.3613617365486,15.6977553337015 48.3606435717991)))
5394|MULTIPOLYGON(((15.5620048511926 47.3848859410721,15.5620215609381 47.3848843017135,15.562193319502 47.3848323163038,15.5622511762799 47.3848120266079,15.5621546698532 47.3847238831856,15.5619866796156 47.3848004676689,15.5620048511926 47.3848859410721)))
5426|MULTIPOLYGON(((15.7675229810563 47.5591416699222,15.7673410823853 47.5586538229453,15.7669629205981 47.5587982819868,15.7675229810563 47.5591416699222)))
5429|MULTIPOLYGON(((15.7653467505022 47.5578073272712,15.7657268473602 47.5580403913219,15.765845576463 47.5577451868402,15.7653467505022 47.5578073272712)))
5431|MULTIPOLYGON(((15.7698380580827 47.5565041498278,15.7700695900287 47.5567524578286,15.770411718501 47.5570133082001,15.7709144005446 47.5571811839365,15.7712659457746 47.5569870735111,15.7711964682644 47.5566965586087,15.7711147530508 47.5563835469601,15.77101273877 47.5559951263662,15.7705927932914 47.5558505388262,15.769873064026 47.5563097711888,15.7698380580827 47.5565041498278)))
5515|MULTIPOLYGON(((12.2484655750925 47.6556369438292,12.2487785985105 47.6557099985694,12.2487331790077 47.6554512002341,12.2485948032693 47.6553833333844,12.2485797673531 47.655379493003,12.2485672303139 47.6553900280797,12.2484911087297 47.6554914985444,12.2484655750925 47.6556369438292)))
5524|MULTIPOLYGON(((14.8847603672283 46.7365919331358,14.8846790317975 46.7368314198789,14.8849428300749 46.7368520766113,14.8850086302348 46.736849716838,14.8850642808837 46.7366408925155,14.8847603672283 46.7365919331358)))
5541|MULTIPOLYGON(((13.9807852089917 47.1014480535346,13.9807830262229 47.1014506123675,13.9808244158012 47.1015773683558,13.9809109538384 47.1017020509109,13.9810633395393 47.1017810097235,13.9811009950533 47.1017717891965,13.9807852089917 47.1014480535346)))
5545|MULTIPOLYGON(((15.1886529702253 46.6759573051265,15.1888120434751 46.6761275724766,15.1889303065149 46.6760880008867,15.1887597634449 46.6759082466101,15.1886529702253 46.6759573051265)))
5614|MULTIPOLYGON(((12.2426546570361 47.6518502921814,12.2427016536267 47.6518361352893,12.24274861222 47.6518167681592,12.2428604009915 47.6517543409945,12.2427824292273 47.6515217114653,12.2424703260025 47.6515767447029,12.2426546570361 47.6518502921814)))
5618|MULTIPOLYGON(((13.1727019933611 47.5860715397443,13.172711858396 47.5861023334808,13.1728722324156 47.5861181538911,13.1728877854659 47.5860774363165,13.1727573971489 47.5860669040083,13.1727021960589 47.5860705053455,13.1727019933611 47.5860715397443)))
5625|MULTIPOLYGON(((13.1718707605857 47.5819246479431,13.1721538059899 47.5818468300903,13.1723677995828 47.5817549582808,13.1727651605036 47.5815582407891,13.1727407893985 47.58148012764,13.1724393821034 47.5815923353942,13.1718462330549 47.5818586627291,13.1718707605857 47.5819246479431)))
5642|MULTIPOLYGON(((11.7992447515722 47.3910597263527,11.8001136632675 47.3913758783663,11.8001581318594 47.3913146320881,11.8000621004827 47.3912788664112,11.799254113289 47.3909817380346,11.7992447515722 47.3910597263527)))
5652|MULTIPOLYGON(((12.2198639278777 47.6102612463067,12.2207399523029 47.6108036497914,12.2207470933141 47.6107963406383,12.2207525025779 47.6106455842885,12.2204514033856 47.6104427221706,12.2201289838892 47.6103253414703,12.2198639278777 47.6102612463067)))
5708|MULTIPOLYGON(((16.6760300969601 47.8136676954712,16.6764529286302 47.813737400768,16.6765033183398 47.813626897975,16.6760452750386 47.8135448584061,16.6760300969601 47.8136676954712)))
5747|MULTIPOLYGON(((15.6957237475269 48.3609722115235,15.6958036804418 48.3611106299961,15.6964262400177 48.3609139381269,15.6963275602041 48.3607538515801,15.6959425084427 48.360825208726,15.6957268213559 48.3608761098451,15.6957068144321 48.3609230496947,15.6957237475269 48.3609722115235)))
5770|MULTIPOLYGON(((14.9288137355095 47.0289939825974,14.9287831676064 47.0290679928328,14.9289461090351 47.029098548868,14.9289783085885 47.0290218967922,14.9288137355095 47.0289939825974)))
5781|MULTIPOLYGON(((14.922169796373 47.0398600364585,14.9222852995252 47.0397655565066,14.9221675617516 47.039669696791,14.922063963173 47.0398123569396,14.922169796373 47.0398600364585)))
5859|MULTIPOLYGON(((15.6953640022712 48.3456166680063,15.6944776414948 48.3456582775054,15.6941503145036 48.3456865806551,15.694153773503 48.3457868523353,15.6953730120969 48.3457510155007,15.6953640022712 48.3456166680063)))
5862|MULTIPOLYGON(((15.6939043957796 48.3440139603149,15.6938135898301 48.3431319622502,15.6936632345715 48.3431352203034,15.6936880839541 48.3436030750773,15.6937353442743 48.3440152118959,15.6939043957796 48.3440139603149)))
5868|MULTIPOLYGON(((15.6965359194254 48.3639262410494,15.6967933038323 48.3639099061776,15.6968307950052 48.3633028893372,15.6965912366035 48.3632919108169,15.6965359194254 48.3639262410494)))
5869|MULTIPOLYGON(((15.6945821427321 48.3483037148922,15.6940554244819 48.3482887974352,15.694033923254 48.3484917064286,15.6940724479205 48.3485677624833,15.6941510365544 48.348600099496,15.6945926207923 48.3485654798394,15.6945821427321 48.3483037148922)))
5887|MULTIPOLYGON(((12.3181433437283 47.687139270328,12.3182811156425 47.6871228083587,12.3183477592911 47.6870615287264,12.318395021833 47.6869868058258,12.3183573014062 47.6869069223104,12.3183143867084 47.6868358377086,12.3182055895762 47.6868300884394,12.3181264251169 47.6870936995658,12.3181433437283 47.687139270328)))
5910|MULTIPOLYGON(((16.0784080802183 47.4682975213941,16.078592654488 47.4692711861163,16.0790479515907 47.4692367148054,16.0792623024398 47.4691826412653,16.0790700077643 47.4685106838095,16.0788444800418 47.468039281794,16.0784374357054 47.4681062598133,16.0784080802183 47.4682975213941)))
5926|MULTIPOLYGON(((14.9287519299313 47.0266742059118,14.9286236859958 47.0267515381285,14.9284123441374 47.0268988376597,14.92820475947 47.0270749282618,14.9280154956264 47.0272510587793,14.9285396368606 47.0274009755189,14.9290325207313 47.0269174231518,14.92887398934 47.0267602423233,14.9287519299313 47.0266742059118)))
5941|MULTIPOLYGON(((15.4144043122492 46.6717292071183,15.4142661466335 46.6713344209198,15.4140171771898 46.6707090983676,15.4136275224506 46.6707933744032,15.4137897652824 46.6712527140947,15.4141638633439 46.6721490031427,15.4142265653074 46.6721086673249,15.4143397528201 46.671903088851,15.4143888014135 46.6717947498878,15.4144043122492 46.6717292071183)))
5974|MULTIPOLYGON(((14.9221852048467 47.0393060693023,14.9222802125279 47.0394285793749,14.9224019600747 47.039570551516,14.9225197826218 47.0395207044995,14.922654356764 47.0394058435939,14.9227205855257 47.0392986684514,14.9224925848674 47.0392853457266,14.9223110463959 47.0392915604428,14.9221852048467 47.0393060693023)))
6002|MULTIPOLYGON(((13.825647662804 47.0650415552824,13.8256839687703 47.0644074536365,13.8254788753365 47.0644464068942,13.8254536750635 47.0646197358986,13.825647662804 47.0650415552824)))
6015|MULTIPOLYGON(((16.113727490765 47.3889982393486,16.113542029802 47.3891973768534,16.1156435924266 47.3900805983644,16.1158433942715 47.3898875101888,16.113727490765 47.3889982393486)))
6042|MULTIPOLYGON(((16.2874120210144 47.4533465601133,16.287486108485 47.4533470456307,16.288214696568 47.4532468234084,16.288048241511 47.4528374180403,16.2879911150768 47.4526989689609,16.2871497276017 47.4527876096607,16.2874120210144 47.4533465601133)))
6055|MULTIPOLYGON(((13.5424255332259 47.4514722006141,13.5429271497914 47.4513455381511,13.5432581271436 47.4511718911836,13.5431032493784 47.4511215870686,13.5427607830773 47.4510952036818,13.5425380346277 47.4511442097328,13.5424113805882 47.4513334575113,13.5424255332259 47.4514722006141)))
6056|MULTIPOLYGON(((13.5374099076515 47.4481832463078,13.537434077558 47.4482222170551,13.5382128627822 47.4490740530821,13.5388416838669 47.4491268822976,13.5383906391 47.4485613400849,13.5383259631572 47.4484886553762,13.5374099076515 47.4481832463078)))
6061|MULTIPOLYGON(((15.798042202551 46.8570800216935,15.7978985695177 46.8571244021703,15.7993888972232 46.8584638100744,15.799697466277 46.8584337723959,15.7989839846269 46.8577419579504,15.7983885413765 46.857205789424,15.7982808860007 46.8571179535427,15.7981464716122 46.8570735596241,15.798042202551 46.8570800216935)))
6091|MULTIPOLYGON(((15.6286617690366 47.4328153137497,15.6291637738865 47.432847593776,15.6291192332776 47.4328044329105,15.6288808548898 47.4327399861597,15.628667602006 47.4327032822547,15.6286227245994 47.432696592714,15.6286617690366 47.4328153137497)))
6174|MULTIPOLYGON(((12.2120997572745 47.667467374324,12.2121708782439 47.6675102251683,12.2127139701127 47.6668877191543,12.2126842737234 47.6668686501788,12.2126051791545 47.6668790801736,12.2122219972944 47.6672672915266,12.2120997572745 47.667467374324)))
6217|MULTIPOLYGON(((15.8288575199048 46.9661798860061,15.8291353733821 46.9661136000893,15.8290763423122 46.9660047966583,15.8289026092314 46.9661329557902,15.8288575199048 46.9661798860061)))
6231|MULTIPOLYGON(((13.5197823398423 46.7843191226751,13.5198707724216 46.7843651200595,13.5199234778307 46.7843826702346,13.5199928106098 46.7843825575806,13.5202151378704 46.7843362260388,13.5197957770207 46.7838387057104,13.5194829316955 46.7839670995785,13.5197823398423 46.7843191226751)))
6274|MULTIPOLYGON(((13.5364615359828 47.4469416951967,13.5370505391603 47.4479412591847,13.5370883002886 47.4480000726771,13.5372349425063 47.4480477001253,13.5367865122133 47.4472246831166,13.5365430855911 47.4468312250539,13.5364128615301 47.4468308319572,13.5364615359828 47.4469416951967)))
6299|MULTIPOLYGON(((13.5461859620772 46.7263315365215,13.5462062020469 46.7263808969865,13.5462701856275 46.7263672812851,13.54666986188 46.7262710794192,13.5468414686593 46.7262278579324,13.5468259774018 46.7261783627578,13.5461859620772 46.7263315365215)))
6321|MULTIPOLYGON(((12.1995395028675 47.6500874082956,12.1978810599131 47.6494047650921,12.197397940218 47.6497691827987,12.1995828372471 47.6505867543916,12.1995395028675 47.6500874082956)))
6341|MULTIPOLYGON(((15.0210753057779 47.0195603361562,15.0212446479966 47.0196192131207,15.0213396766751 47.0195391258911,15.0214330514802 47.0194371932165,15.0214669484971 47.0193719536641,15.0214459571562 47.0193366522396,15.0214053526514 47.019314061707,15.0213461332998 47.0193194761631,15.0212881323315 47.0193454644165,15.0211945682851 47.0194177809203,15.0210753057779 47.0195603361562)))
6346|MULTIPOLYGON(((15.8135863481785 46.9850475137425,15.8139651651257 46.9849668475934,15.8139709304359 46.9845021065795,15.8139699577472 46.9843028771361,15.8139672486977 46.9841456999149,15.8137908296566 46.9841592735548,15.8136146472522 46.9841900633907,15.8134040261438 46.984347620484,15.8132958101419 46.9844435263733,15.8131918321745 46.9845620707821,15.813253537156 46.9846474985526,15.8135863481785 46.9850475137425)))
6348|MULTIPOLYGON(((15.8092430070713 46.9777433195152,15.8093885253505 46.9776735576717,15.8091819521025 46.977549963836,15.8090652064276 46.97764814026,15.8092430070713 46.9777433195152)))
6392|MULTIPOLYGON(((15.8349374470657 46.9650738144912,15.8353236619368 46.9654801799903,15.8357523828687 46.965496231436,15.8361133819592 46.965488278267,15.8364500615996 46.9654659696894,15.8359791035868 46.9649660212849,15.8357671793637 46.9647426115633,15.8349374470657 46.9650738144912)))
