id|wkt
76958|MULTIPOLYGON(((15.3943698314159 46.7603786855425,15.3944124997538 46.7614266390682,15.3947381951491 46.7615472622653,15.3947178298779 46.7603401074096,15.3943698314159 46.7603786855425)))
76963|MULTIPOLYGON(((15.4082726498084 46.7740940350749,15.4082657630886 46.7741046114644,15.4082040087742 46.7742069776193,15.4082292910879 46.7742713576782,15.4082704076999 46.7743042230173,15.4085003268801 46.7743384707589,15.4085053344524 46.7743145892798,15.4085248008553 46.7741444822214,15.4082726498084 46.7740940350749)))
77040|MULTIPOLYGON(((13.6526862665923 48.2438733555539,13.6527700875078 48.2439130857548,13.6531664907927 48.2440989790342,13.6533379779296 48.2441771328354,13.6534495831868 48.2442102470159,13.6535359293048 48.2442178646125,13.653709089804 48.244168744079,13.6543463625215 48.2439500478297,13.6543442276779 48.2439335288174,13.6543238944443 48.2438790173362,13.6541211957583 48.2438766389664,13.6526862665923 48.2438733555539)))
77084|MULTIPOLYGON(((13.537542957786 46.9192217737628,13.5375332796407 46.9192669873056,13.5383517057801 46.9193326012862,13.5383619302813 46.9192861989778,13.537542957786 46.9192217737628)))
77105|MULTIPOLYGON(((13.8453744802744 48.6541906445993,13.8442801980028 48.6545650337922,13.8442427237821 48.6546096893049,13.8443932005268 48.6546892365518,13.8454854051172 48.6543255671796,13.8453744802744 48.6541906445993)))
77107|MULTIPOLYGON(((13.8474818137174 48.6553177833769,13.8491717255693 48.6546316737696,13.8491122099864 48.6545605489202,13.8474183185757 48.6552490314695,13.8474818137174 48.6553177833769)))
77115|MULTIPOLYGON(((12.711978799526 47.2359652887622,12.7121114956228 47.2360244207813,12.7123078949055 47.2359346330127,12.7122991734834 47.2358664433855,12.7121431435496 47.2357650012787,12.7119846651338 47.2358712106569,12.711978799526 47.2359652887622)))
77127|MULTIPOLYGON(((15.9408667840597 46.7239698995844,15.9416415854309 46.725576856555,15.9418031134315 46.7258962161574,15.9426840320879 46.7256318690011,15.941748355643 46.7237071555823,15.9414238579472 46.7237903818414,15.9410179916626 46.7239194356404,15.9408667840597 46.7239698995844)))
77129|MULTIPOLYGON(((15.9268999771566 46.7289538221686,15.9256868239365 46.7296268066158,15.9260395999457 46.7299136058959,15.9268595649523 46.7296227930939,15.9272244475452 46.7294878087959,15.9274232766246 46.7294120087962,15.9268999771566 46.7289538221686)))
77135|MULTIPOLYGON(((15.9586179675334 46.7031700944646,15.9591733306702 46.7031625504723,15.9584950423588 46.7020057580131,15.9583328484116 46.7021243752011,15.9581041644182 46.7023102484844,15.9582243773456 46.7025185750141,15.9584054551963 46.7028244838769,15.9586179675334 46.7031700944646)))
77143|MULTIPOLYGON(((12.4614042223938 46.7488888687762,12.4613889895259 46.748061305054,12.4609688935084 46.7480450506512,12.4610338865018 46.7488969354032,12.4614042223938 46.7488888687762)))
77165|MULTIPOLYGON(((15.9316439812309 46.7305298792991,15.9314602603046 46.7304706304351,15.9312286807271 46.730415073535,15.9305836368147 46.7307867436814,15.9305736094855 46.7311813874992,15.931678601428 46.7305520140493,15.9316439812309 46.7305298792991)))
77185|MULTIPOLYGON(((12.4551182029932 46.7506388639201,12.4553978057368 46.7506487993316,12.4553828458267 46.7504604365226,12.45530727223 46.7504887864843,12.4551182029932 46.7506388639201)))
77203|MULTIPOLYGON(((17.0631821257104 47.8886549245685,17.0606098092301 47.8916244797267,17.0612567489942 47.8915188512324,17.0636369141675 47.888771039463,17.0631821257104 47.8886549245685)))
77204|MULTIPOLYGON(((16.981038779294 47.8637737443525,16.9776581536598 47.8585661379981,16.9776402002999 47.8585429903667,16.9775323831681 47.8586504550875,16.9775491502763 47.8586775129961,16.9808908426931 47.8638364556766,16.981038779294 47.8637737443525)))
77206|MULTIPOLYGON(((16.9738855905033 47.882477001089,16.9744688406306 47.8822049148202,16.9693111218189 47.8794487020125,16.9687297691193 47.8797198832743,16.9738855905033 47.882477001089)))
77208|MULTIPOLYGON(((16.9720021255817 47.8412634345637,16.9759879524128 47.8388236598417,16.9755241925326 47.8385016554036,16.9716460802926 47.8408639491286,16.9720021255817 47.8412634345637)))
77209|MULTIPOLYGON(((17.0558634491157 47.8818686254854,17.0561301637215 47.8819447490817,17.0592021785511 47.878372536966,17.0589279760594 47.8783051919442,17.0558634491157 47.8818686254854)))
77214|MULTIPOLYGON(((14.1771986555599 47.6545878342789,14.1772822444707 47.6545919197129,14.1772946824619 47.6545029858499,14.1771902164624 47.6544991250891,14.1771986555599 47.6545878342789)))
77236|MULTIPOLYGON(((16.9982900119763 47.8564989032358,16.9935334353743 47.8491290919961,16.993525860984 47.8491185601679,16.9933520420287 47.8491316547449,16.9933579316153 47.849143924247,16.9940874572221 47.8502739623745,16.9981469877704 47.8565578164541,16.9982900119763 47.8564989032358)))
77237|MULTIPOLYGON(((16.9735296005998 47.8618373283116,16.9737404454104 47.8617467854722,16.973690836612 47.8616982010705,16.972246836506 47.8603151362125,16.9720731385863 47.8604319127312,16.9735296005998 47.8618373283116)))
77238|MULTIPOLYGON(((16.9876840301793 47.8758268394676,16.9896715038865 47.8788900800549,16.9899790038791 47.8787211276991,16.9880328625007 47.8757244035753,16.9876840301793 47.8758268394676)))
77239|MULTIPOLYGON(((16.9682126660496 47.8799611106322,16.9733705238311 47.8827173584626,16.9738855905033 47.882477001089,16.9687297691193 47.8797198832743,16.9682126660496 47.8799611106322)))
77243|MULTIPOLYGON(((12.2692718851969 47.6816646997368,12.2691822155972 47.6818814650262,12.2693265913812 47.6820193832807,12.2698352675581 47.6824746966386,12.2700535186912 47.6819994063415,12.2699549191876 47.6818931630075,12.2692718851969 47.6816646997368)))
77296|MULTIPOLYGON(((13.2715062035544 46.7555420894962,13.2717032719816 46.7536364739623,13.2713519951829 46.753631315358,13.2711621272544 46.7555266949126,13.2715062035544 46.7555420894962)))
77316|MULTIPOLYGON(((15.0359961242102 47.1210207449837,15.0359973073025 47.1210576541279,15.0360404964045 47.121100658899,15.0360971958011 47.1211048520714,15.0361584879935 47.1210988966697,15.0362945419396 47.1210465007745,15.0363466381984 47.1209836139123,15.0362902384659 47.1209122677239,15.0361836692696 47.1208869946262,15.0360867936252 47.1209337742924,15.0359961242102 47.1210207449837)))
77356|MULTIPOLYGON(((9.91914279478694 47.0703071880057,9.9194236627454 47.0704878365681,9.91965317707868 47.0706346613293,9.92021440903783 47.0709924542967,9.92064606214956 47.0708291419843,9.91956767769809 47.0701341383959,9.91914279478694 47.0703071880057)))
77413|MULTIPOLYGON(((14.8765284880475 47.3084573761157,14.8764322595948 47.3084970112393,14.8764649635243 47.3087406255911,14.876706893185 47.3087698060254,14.8767349436099 47.3087012570968,14.8767677139043 47.3084819041659,14.8767599664882 47.3084471718872,14.876579638159 47.3084531945776,14.8765284880475 47.3084573761157)))
77415|MULTIPOLYGON(((14.873201490974 47.3058873932043,14.8733513150457 47.3060215112157,14.8733779102297 47.3057964018368,14.8733410513379 47.3057905622847,14.8732210158826 47.3057835471695,14.8731978520754 47.3058400692356,14.873201490974 47.3058873932043)))
77428|MULTIPOLYGON(((15.2629176187947 48.2645698183823,15.2630246502675 48.2649166175188,15.2638236932676 48.2648872128734,15.2638799679344 48.2646622527883,15.2634576018864 48.2645961663094,15.2629176187947 48.2645698183823)))
77431|MULTIPOLYGON(((15.2767959291788 48.2734969287702,15.275821401762 48.2737564864502,15.2760088280213 48.2741128219286,15.2768768873698 48.2738388236085,15.2768652475337 48.2737111174728,15.2767959291788 48.2734969287702)))
77435|MULTIPOLYGON(((15.2651190064568 48.2663921712689,15.2662559556952 48.2664126309541,15.266261576026 48.2664035845343,15.2662858705008 48.2659887521335,15.2656275342253 48.2658748927354,15.2651889146648 48.2658105845846,15.2651702957048 48.2658241655749,15.265138401201 48.2660558936334,15.2651190064568 48.2663921712689)))
77452|MULTIPOLYGON(((14.700300080203 47.8309088147748,14.6997723023101 47.8313823528673,14.6989003650889 47.8326026404017,14.7001794245985 47.831463868906,14.700573346614 47.8310648056572,14.700300080203 47.8309088147748)))
77485|MULTIPOLYGON(((11.5116462662493 47.0738243408408,11.5115652458379 47.0738239589203,11.5115663660676 47.0739665056693,11.5116414229563 47.0739652348526,11.5116462662493 47.0738243408408)))
77486|MULTIPOLYGON(((11.5114772182266 47.073823536508,11.5113089210247 47.0738227349723,11.5113233477172 47.0739706074385,11.5114871306558 47.0739678443937,11.5114772182266 47.073823536508)))
77488|MULTIPOLYGON(((11.5115652458379 47.0738239589203,11.5114772182266 47.073823536508,11.5114871306558 47.0739678443937,11.5115663660676 47.0739665056693,11.5115652458379 47.0738239589203)))
77503|MULTIPOLYGON(((17.0467232273088 47.9398766339166,17.0356647567343 47.944970667925,17.0358886157512 47.9451888389454,17.0361232814266 47.9453988818468,17.0472069004283 47.94029193849,17.0467232273088 47.9398766339166)))
77515|MULTIPOLYGON(((14.7003538566411 47.8376019161983,14.7003739835619 47.837654686143,14.7004331615645 47.8376956388113,14.7005312065131 47.8377171999115,14.7006072405753 47.8377167598494,14.7006585549646 47.8377119060122,14.7006981890899 47.8376901658361,14.7008411037299 47.8375520465,14.7008461481569 47.8375435646132,14.700850517167 47.8375235371369,14.700844730839 47.8375076789048,14.7008306201026 47.8374821561608,14.7008107494792 47.8374617674654,14.700794274078 47.8374485731,14.7007653873388 47.8374329880288,14.7007203840261 47.8374179624459,14.7006835692661 47.8374079059598,14.7006016978371 47.8374012705948,14.7005362735898 47.8374067501359,14.7004694173462 47.837419840976,14.700420713746 47.8374479239874,14.700379839195 47.8374882058462,14.7003638392452 47.8375408989715,14.7003538566411 47.8376019161983)))
77543|MULTIPOLYGON(((10.9414951392111 47.0948026658163,10.9428380083136 47.094788817059,10.9450275449873 47.0947641813103,10.9449811920895 47.0943507949031,10.9413095694611 47.0942985850058,10.9410094909002 47.0948076631371,10.9414951392111 47.0948026658163)))
77556|MULTIPOLYGON(((15.306839334249 47.0571576905895,15.3067894326841 47.0565264888258,15.30647984116 47.0565844465562,15.3065332352006 47.0571664799117,15.306839334249 47.0571576905895)))
77557|MULTIPOLYGON(((15.3091256263906 47.0555807801614,15.3084735996305 47.0560562087148,15.3087326558102 47.0563191613541,15.308782038194 47.0562853167514,15.3094346646812 47.0558185797315,15.3091256263906 47.0555807801614)))
77558|MULTIPOLYGON(((15.3095166209822 47.0558227824782,15.3099018812695 47.0555643162883,15.3093307404571 47.0551988291705,15.3090297733417 47.0554411143059,15.3095166209822 47.0558227824782)))
77560|MULTIPOLYGON(((15.3098762810268 47.0510356813516,15.3094552920445 47.0513208794765,15.3094466409385 47.0513283472617,15.3103247704986 47.0517991207576,15.3105274455736 47.0516146316693,15.3104098933286 47.0514129868292,15.3103836602162 47.05139314581,15.3098887986347 47.0510287854438,15.3098762810268 47.0510356813516)))
77563|MULTIPOLYGON(((13.350068753082 47.5790839563897,13.3504106680479 47.5789731850358,13.3504050756055 47.5789446643721,13.350386226808 47.5789186555899,13.3503488219153 47.578916347917,13.3501175903696 47.5790244424994,13.3500662981361 47.5790525562027,13.350068753082 47.5790839563897)))
77607|MULTIPOLYGON(((15.0567021608552 48.1755950157874,15.0564369836695 48.1756821562351,15.0565598497364 48.1759357339019,15.0569788401303 48.1758548266819,15.0567021608552 48.1755950157874)))
77612|MULTIPOLYGON(((16.3844100007547 47.6289921073543,16.3851536936028 47.6279167576021,16.3843866903888 47.6277078569144,16.3836915340372 47.628772621705,16.3844100007547 47.6289921073543)))
77636|MULTIPOLYGON(((15.1650563460622 47.2283442140542,15.1646728252039 47.2284409327567,15.1644825830319 47.2284930968704,15.1645244683981 47.2284981135424,15.1650950724687 47.2284933297243,15.1650563460622 47.2283442140542)))
77655|MULTIPOLYGON(((15.8147406051281 48.4532890272526,15.8154481051694 48.4532794886952,15.8153685163457 48.4531582576021,15.8147425280319 48.4531804824247,15.8147406051281 48.4532890272526)))
77660|MULTIPOLYGON(((15.9340991466979 48.4343209599627,15.936060974947 48.4342704219312,15.9350485183857 48.4311078778231,15.9331513010259 48.4313602423488,15.9340991466979 48.4343209599627)))
77662|MULTIPOLYGON(((15.9320020302101 48.4400631261245,15.9320476841278 48.4400163472031,15.9314623420477 48.4364744210369,15.9313877124402 48.4364256905693,15.9305444051303 48.436375057134,15.9311826747482 48.4402383071595,15.9320020302101 48.4400631261245)))
77663|MULTIPOLYGON(((15.9203964263899 48.4110084222473,15.9202809004797 48.4113758159815,15.9249483547536 48.4106347436296,15.9250422875697 48.4099071905603,15.9250130757688 48.4096752466229,15.9205951405803 48.4103767415518,15.9203964263899 48.4110084222473)))
77665|MULTIPOLYGON(((15.9357487209 48.4343144826332,15.9345089826855 48.4343463518587,15.9353083677824 48.4364245057387,15.9365624938686 48.4364383695452,15.9357487209 48.4343144826332)))
77681|MULTIPOLYGON(((15.2333119278074 46.7191487198397,15.2333284452063 46.7192232183957,15.233391935482 46.7193298877742,15.233464011053 46.7194019140912,15.233570024624 46.7194707151714,15.2336656659702 46.7195131389776,15.2338279599357 46.7195703108509,15.2338145863354 46.7195231839984,15.2337717313787 46.7193980412262,15.2337183345406 46.7192859642148,15.2335301195759 46.7189517518651,15.2333267584697 46.7189567875975,15.2333136033208 46.7190632231686,15.2333119278074 46.7191487198397)))
77707|MULTIPOLYGON(((15.9492871487597 46.7025051425018,15.9510961414133 46.7023816486663,15.9510467635551 46.7021767342904,15.9492676750129 46.7023884387835,15.9492871487597 46.7025051425018)))
77708|MULTIPOLYGON(((15.9467318991285 46.7022222615599,15.9467391095883 46.7022868164442,15.9468636983747 46.7032091962761,15.94707574378 46.703121448626,15.9469482424533 46.7022372904526,15.9467842291971 46.7022257060566,15.9467318991285 46.7022222615599)))
77731|MULTIPOLYGON(((14.8955365347169 48.150807249162,14.8957005995807 48.1512482685011,14.8958345204921 48.1512692965524,14.896007569959 48.1512800363518,14.8959475725791 48.1510397690304,14.8958420771113 48.1508000228938,14.8955365347169 48.150807249162)))
77748|MULTIPOLYGON(((14.816588101233 48.1849832186118,14.8164070086541 48.1848997814235,14.8152768600093 48.1847588088369,14.8150266858558 48.1853977715785,14.8162770031732 48.1855280926374,14.816588101233 48.1849832186118)))
77770|MULTIPOLYGON(((12.7185796250837 47.2403496861891,12.7186840219205 47.2401588907403,12.718394376391 47.2403530293411,12.7185796250837 47.2403496861891)))
77890|MULTIPOLYGON(((15.8265385477341 46.8159987754701,15.8280662432242 46.8165594386269,15.8284320292255 46.816677155766,15.828524547247 46.8165758927038,15.8284564554192 46.8165460279553,15.8265997669591 46.8158916311183,15.8265385477341 46.8159987754701)))
77891|MULTIPOLYGON(((15.8362057432492 46.8378616335965,15.8357302103461 46.8378516006375,15.8356876142971 46.8378513439055,15.8355802542326 46.8379919029126,15.8360559796529 46.8380194421417,15.836244177561 46.8380282492611,15.8362057432492 46.8378616335965)))
77892|MULTIPOLYGON(((15.8265550947317 46.8158777062891,15.8258327279049 46.8156266354069,15.8257583040531 46.8156944950572,15.8257337050707 46.8157181276086,15.8264931338801 46.8159934012697,15.8265550947317 46.8158777062891)))
77973|MULTIPOLYGON(((13.9174235517366 47.2129255090663,13.917228917863 47.2138712810862,13.9186022279403 47.2138356975937,13.9185709151297 47.2125017701324,13.9174235517366 47.2129255090663)))
77978|MULTIPOLYGON(((12.6799084339086 47.2812489553495,12.6801422505572 47.283665919857,12.6806773275609 47.2835910789985,12.6804052898937 47.2807783171085,12.6798633200436 47.2807822306812,12.6799084339086 47.2812489553495)))
78019|MULTIPOLYGON(((10.584916174987 47.4921878566101,10.5848982452114 47.492274728812,10.5857463519427 47.4921289895238,10.5857275409388 47.4920484288641,10.584916174987 47.4921878566101)))
78027|MULTIPOLYGON(((10.6181332404173 47.4828689758089,10.6182554451316 47.4828266259087,10.616717395432 47.4821518951025,10.6165105260137 47.4823403051885,10.6178874917602 47.4829443614307,10.6181332404173 47.4828689758089)))
78048|MULTIPOLYGON(((14.8392512749151 48.5698740065307,14.8393315837401 48.5703448797782,14.8396376566995 48.5702481752624,14.8395296809833 48.5701274252029,14.8394192621399 48.5700260744837,14.8392887321699 48.5699076558678,14.8392512749151 48.5698740065307)))
78056|MULTIPOLYGON(((14.5404543735227 48.3088379285898,14.5399212377463 48.3088598671632,14.539924195367 48.3089018584501,14.5402605654434 48.3089085743556,14.5403794263615 48.3089026494166,14.5404405017194 48.3088938672609,14.5404551381588 48.3088708382567,14.5404543735227 48.3088379285898)))
78057|MULTIPOLYGON(((13.9463787586469 48.5743897263358,13.9459553929587 48.5750596688713,13.946034021991 48.5750815475518,13.9464144386943 48.5744795565984,13.9463787586469 48.5743897263358)))
78060|MULTIPOLYGON(((13.9479156452107 48.5732402509886,13.9485835655972 48.5726132113566,13.9483438279994 48.572455443397,13.9476040314621 48.573106467445,13.9479156452107 48.5732402509886)))
78088|MULTIPOLYGON(((15.8318578340942 47.3392415553508,15.8316602521512 47.339066914335,15.8315467917449 47.3390634595637,15.8317837674986 47.3392786238539,15.8318578340942 47.3392415553508)))
78123|MULTIPOLYGON(((13.8565397827361 48.6531399220641,13.8565726490446 48.6530850748093,13.8565713089286 48.6530478456548,13.856553262568 48.6530298208377,13.8564627776767 48.6530220917384,13.856254416458 48.6530417683915,13.8561886496425 48.6530621346011,13.8565397827361 48.6531399220641)))
78137|MULTIPOLYGON(((14.8367899483401 48.5749909996779,14.8367881287445 48.5748371944078,14.8367775603464 48.5747582025882,14.8367637482596 48.5746809435536,14.8367114393146 48.5744700951271,14.8366492714881 48.5743448153709,14.836571490843 48.5742625108155,14.8364841045431 48.5741971604914,14.8363308929995 48.5741174595988,14.8361232715421 48.5740350821534,14.835929296389 48.5739748931643,14.8359621658266 48.5745060174334,14.8367899483401 48.5749909996779)))
78163|MULTIPOLYGON(((13.8889870324292 48.6474059838746,13.8884315168251 48.6476647156285,13.888524589319 48.6477571676747,13.8886140292227 48.6477437949382,13.8891229728897 48.6475126508047,13.8889870324292 48.6474059838746)))
78168|MULTIPOLYGON(((13.8754108164655 48.6397884473828,13.8755552270161 48.6399154448515,13.8761009560414 48.6403495947155,13.8761366938658 48.6403332138433,13.8767260283825 48.6400011536872,13.8769427628255 48.6398450336329,13.8765230035203 48.639461825081,13.8754108164655 48.6397884473828)))
78170|MULTIPOLYGON(((13.8626747612932 48.6516687074771,13.8624865332953 48.6516480477311,13.8619833647891 48.6519897472253,13.8620675846484 48.6520805776907,13.8626747612932 48.6516687074771)))
78196|MULTIPOLYGON(((14.5171227973136 47.9538383734237,14.5175115281017 47.9542601814011,14.5175354962465 47.9542687361125,14.5175884088331 47.9542743229354,14.5175891202083 47.9542341510239,14.5175688035658 47.9539076068953,14.5174940910949 47.9538910048957,14.5171182073881 47.9538284960929,14.5171227973136 47.9538383734237)))
78218|MULTIPOLYGON(((16.3922967736962 47.62240517468,16.3917575012838 47.6223254719075,16.3916594441592 47.6223136554824,16.391534098834 47.6224085076898,16.3915293115165 47.6224148118723,16.3923380377201 47.6225503134433,16.392436485866 47.6224285781932,16.3922967736962 47.62240517468)))
78219|MULTIPOLYGON(((16.3908525714284 47.6232911303614,16.3916279140807 47.6234285964126,16.3918608117155 47.6231406525282,16.3910709724009 47.6230082828231,16.3908525714284 47.6232911303614)))
78220|MULTIPOLYGON(((16.3911876152483 47.6228572155862,16.3919822410184 47.6229903935484,16.3921085980469 47.6228341956459,16.391308914214 47.622700117651,16.3911876152483 47.6228572155862)))
78221|MULTIPOLYGON(((16.3902032309292 47.6228068641294,16.3910432512056 47.6229662953078,16.3912151613048 47.6227435168902,16.3905300562137 47.6226135176163,16.3901904705994 47.6226882315375,16.3902032309292 47.6228068641294)))
78245|MULTIPOLYGON(((16.4123066497866 47.5928478006723,16.4119874040609 47.5931165784551,16.4140488186518 47.5945515735189,16.4144980990988 47.5943731825701,16.4123066497866 47.5928478006723)))
78246|MULTIPOLYGON(((16.3836915340372 47.628772621705,16.3843866903888 47.6277078569144,16.3843444921622 47.627696352767,16.3840727083016 47.6276222653409,16.3838846472456 47.627976713007,16.3837103973221 47.628329803461,16.3835467116912 47.6287283992388,16.3836915340372 47.628772621705)))
78265|MULTIPOLYGON(((14.7969144767971 48.5832440848392,14.7972012822928 48.5832591459236,14.7974696779613 48.5829246562328,14.7974904636731 48.582897427735,14.7970939789461 48.5828911482208,14.7970178714906 48.5829139302587,14.7969302969378 48.5831918473798,14.7969144767971 48.5832440848392)))
78271|MULTIPOLYGON(((16.7364146294027 47.9336678281237,16.7362339551795 47.9335289908678,16.7354894345257 47.934093668247,16.7357315776099 47.9342798480685,16.7364667815613 47.933707915057,16.7364146294027 47.9336678281237)))
78285|MULTIPOLYGON(((16.7484534195139 47.9384348997415,16.7484143567142 47.938418745264,16.7483160553936 47.9384951567455,16.7483493703984 47.938510922649,16.7516181302079 47.93987349479,16.751711315803 47.939792053696,16.7484534195139 47.9384348997415)))
78287|MULTIPOLYGON(((16.7460558321731 47.9401680429217,16.7495416088252 47.9416645262081,16.7497784755748 47.9414741494238,16.7463193519697 47.9399802007807,16.7460558321731 47.9401680429217)))
78298|MULTIPOLYGON(((12.484686691143 46.7467328814889,12.484971077515 46.7465492434591,12.4849348865054 46.7465202302082,12.4843108786493 46.7468861173262,12.4843560965477 46.7469343562836,12.484686691143 46.7467328814889)))
78306|MULTIPOLYGON(((12.4922351174356 46.7459224365695,12.4916797095742 46.7458685007146,12.4915435601433 46.745867483468,12.491834528062 46.7459712304847,12.4923459331456 46.7460463431226,12.4925464591443 46.7460566222527,12.4925730802857 46.7459591169883,12.4922351174356 46.7459224365695)))
78362|MULTIPOLYGON(((12.1583969733982 47.4861519679118,12.1588271222383 47.4862167935422,12.159896451942 47.4863732139561,12.1599661719564 47.4863405541209,12.1601110553443 47.486252011169,12.1597678521121 47.4861124867017,12.1594185060001 47.4859740769194,12.1586187248463 47.4858993918456,12.1583969733982 47.4861519679118)))
78366|MULTIPOLYGON(((9.83433230239983 47.179170376583,9.83432740100149 47.1791949498356,9.83433209757461 47.1793010965431,9.83435218393216 47.179325555443,9.83439425497547 47.179333189895,9.83439900482133 47.1793338763554,9.83438342893193 47.1791964834354,9.83433230239983 47.179170376583)))
78370|MULTIPOLYGON(((15.21539608102 48.3222799560335,15.2159381705059 48.3223672704953,15.2160771770704 48.3219910323392,15.215508116019 48.3219069070516,15.21539608102 48.3222799560335)))
78373|MULTIPOLYGON(((15.206753151782 48.340060043771,15.2065003543729 48.3400656401176,15.2061171305479 48.3400768650443,15.2061673873024 48.3404490957046,15.20651566098 48.3404349494985,15.2067329982104 48.3404183152843,15.206753151782 48.340060043771)))
78375|MULTIPOLYGON(((15.214863419855 48.32219326983,15.2150984720801 48.3222320204776,15.21539608102 48.3222799560335,15.2154191338345 48.3222032105462,15.2155247161082 48.3218456879157,15.2149646056322 48.3217690907543,15.2148172454594 48.3221856555248,15.214863419855 48.32219326983)))
78404|MULTIPOLYGON(((12.2514012679524 47.4735663847772,12.2514386177108 47.4736854621648,12.251638338515 47.4736495774894,12.2516573715862 47.4734986488105,12.2515100591856 47.4733083708507,12.2513986395384 47.4733073162204,12.2514012679524 47.4735663847772)))
78459|MULTIPOLYGON(((9.92254811943516 47.4214910131033,9.92292743109063 47.4216924140677,9.92331696599669 47.4210263439746,9.92288354368559 47.4209154994677,9.92254811943516 47.4214910131033)))
78491|MULTIPOLYGON(((12.2915593233765 47.4814481285231,12.2918769111109 47.4817638645489,12.2920062072455 47.4817760203688,12.2918810452801 47.4815553408954,12.2916323862509 47.4814378165324,12.2915593233765 47.4814481285231)))
78498|MULTIPOLYGON(((9.93932301651702 47.424230300199,9.93928130844168 47.424636075501,9.93953643685064 47.4246130282825,9.93954032644689 47.424208003603,9.93932301651702 47.424230300199)))
78499|MULTIPOLYGON(((9.94062512705692 47.4234387823074,9.94030136725021 47.4234361358762,9.9402452155424 47.4238898995422,9.94055476229322 47.4238441937402,9.94059859211117 47.4237435182126,9.94062512705692 47.4234387823074)))
78579|MULTIPOLYGON(((16.8743747316786 47.8828567801573,16.8681779140255 47.8834854218765,16.8681987870415 47.8835771028272,16.874415757568 47.8829491484734,16.8743747316786 47.8828567801573)))
78581|MULTIPOLYGON(((16.8658734051786 47.8782800880265,16.8659159561801 47.8784050136838,16.8715537812362 47.8776528621693,16.8714555353266 47.8775379295475,16.8658734051786 47.8782800880265)))
78582|MULTIPOLYGON(((16.880392790074 47.9048541130589,16.8803763138195 47.9050746783893,16.8830828740872 47.9051409989729,16.8830687706722 47.9050083154233,16.8830572965934 47.9049098006828,16.880392790074 47.9048541130589)))
78585|MULTIPOLYGON(((16.8636387784168 47.8835351044548,16.8674847705395 47.8831411322935,16.8674772944013 47.8830955029061,16.8636480385666 47.8834888464214,16.8636387784168 47.8835351044548)))
78597|MULTIPOLYGON(((16.8242327129262 47.7569577568368,16.824499467089 47.7570642596933,16.8266092851755 47.7546787153683,16.8266209954783 47.7546640588603,16.8264614909535 47.7545623886747,16.8262878800416 47.7544722772695,16.8260586984723 47.7544272317811,16.823924517175 47.7568346046641,16.8242327129262 47.7569577568368)))
78598|MULTIPOLYGON(((16.8576106125371 47.7835905600262,16.8577174975668 47.7836361962035,16.8612970743684 47.779533870172,16.8611937011524 47.7794847526703,16.8576106125371 47.7835905600262)))
78599|MULTIPOLYGON(((16.8368329824947 47.7606337874537,16.8368886343949 47.7604549197581,16.8328686801365 47.7600002040746,16.8328201137705 47.7601919670852,16.8368329824947 47.7606337874537)))
78600|MULTIPOLYGON(((16.8711761860961 47.753204755915,16.8713585484874 47.7532322550606,16.8739352356606 47.750383140602,16.8737798521504 47.7503251231958,16.8711761860961 47.753204755915)))
78630|MULTIPOLYGON(((9.93965764305785 47.0798496402468,9.93946964158751 47.0796860052762,9.93941465042038 47.0797325194622,9.93926176960844 47.0798919851776,9.93920541184447 47.080051453013,9.93965764305785 47.0798496402468)))
78674|MULTIPOLYGON(((16.247314956501 46.9672936529089,16.2481642062929 46.9681197009085,16.2482881625614 46.968073794578,16.2473966609385 46.9671974988742,16.247314956501 46.9672936529089)))
78742|MULTIPOLYGON(((13.7356668721973 46.8567884793626,13.7358044506146 46.8568157527632,13.7359203675319 46.8567635874414,13.7357535160181 46.8566493441594,13.7356342548876 46.8567138303187,13.7356668721973 46.8567884793626)))
78744|MULTIPOLYGON(((13.6855299711458 46.6239304000996,13.6853520049251 46.6239164737704,13.6851532612187 46.6239427147356,13.6851583736123 46.6239816954622,13.6852007538819 46.6240339226168,13.6852815842694 46.624030334238,13.6855157790447 46.6239850428285,13.6855538042264 46.6239702405923,13.6855623925417 46.6239414479581,13.6855299711458 46.6239304000996)))
78755|MULTIPOLYGON(((16.7706796768897 47.9437366102032,16.7691564266378 47.945884272824,16.7694043229517 47.9459775429182,16.7708843194665 47.9438423738443,16.7706796768897 47.9437366102032)))
78772|MULTIPOLYGON(((16.7506015627114 47.9340869931874,16.7517897901539 47.9330999038269,16.7516519335922 47.9330581873584,16.7472891631219 47.9366848664221,16.7473997480616 47.9367465742189,16.7506015627114 47.9340869931874)))
78774|MULTIPOLYGON(((16.7343246419602 47.9331551801331,16.7350533852158 47.9326225279986,16.7349974496663 47.9325796611284,16.7342772432682 47.9331119177898,16.7343246419602 47.9331551801331)))
78778|MULTIPOLYGON(((16.7552059006797 47.9608555673808,16.7553696367798 47.9612143967651,16.7603601523189 47.9642468093145,16.7604906015212 47.9641890411884,16.7606112060112 47.9641222441698,16.7552059006797 47.9608555673808)))
78784|MULTIPOLYGON(((16.7693426658675 47.9520882647856,16.7667103546585 47.9514086726356,16.7665869495714 47.9516806089135,16.769236273815 47.952350882798,16.7692620894632 47.9523565458109,16.7693426658675 47.9520882647856)))
78787|MULTIPOLYGON(((16.769508376573 47.9431312200948,16.7693018808706 47.9430245006225,16.7675868417737 47.9452207666045,16.7678377097302 47.9453262978365,16.769508376573 47.9431312200948)))
